0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-10.719581617248233,-11.252209130074796,-10.079745584551418,-11.00122617603472,-11.405610413676033,-12.105706627350692,-12.304868256368621,-11.052393648561683,-10.81144190049188,-12.422923574690373,-13.526550250226906,-11.060519033168433,-13.510569289255468,-12.298415724486636,-13.86687902924981,-13.566776076384635,-13.206098551173827,-14.272986725803023,-14.01591453989583,-13.921564639934513,-13.680522239875486
-10.701081516302914,-11.194300922229347,-10.089706042705528,-10.9625096047551,-11.37089190646784,-12.061926827106381,-12.277868159315402,-11.017467677820555,-10.80216236190037,-12.371562018889565,-13.520105025013892,-11.042842173732422,-13.474216307332455,-12.259728262636992,-13.874349113724337,-13.5322788028866,-13.157480588814938,-14.268964799563163,-13.999529513049035,-13.882043236040737,-13.650382150101104
-10.685897105410348,-11.141718061136526,-10.107662984676898,-10.928542603904084,-11.340417492296293,-12.022609939744422,-12.253725316491016,-10.987201005503957,-10.797928675528198,-12.324080221240648,-13.51545877114035,-11.031052886034635,-13.44086247424003,-12.22457986923334,-13.882507632643106,-13.501919229591758,-13.112466503603876,-14.26599727612245,-13.985532803570393,-13.84611636293889,-13.62237859483445
-10.674090133085938,-11.094237135972216,-10.132618936800261,-10.899307079886253,-11.314320991674505,-11.987597190457913,-12.232444307796428,-10.961369345616946,-10.79823371261528,-12.28040162996867,-13.51260620086449,-11.02495912461858,-13.410419911342226,-12.192970049591626,-13.891361818792705,-13.47567448935537,-13.071175628521347,-14.264121895147843,-13.973967898212802,-13.813827738079766,-13.59657193007452
-10.665722347837987,-11.05163473590314,-10.163576425401416,-10.874784939098095,-11.292736225107548,-11.956729804430985,-12.214029713124367,-10.939748412156144,-10.80257034439297,-12.240449693289495,-13.511542026436379,-11.024368844019477,-13.382800739993893,-12.164898309019229,-13.900918904951999,-13.45352171502337,-13.033727296538855,-14.26337639629806,-13.964878283720463,-13.785221078904758,-13.57302251181154
-10.660854675633615,-11.013687435384846,-10.199537929202695,-10.854957345717684,-11.275795537232849,-11.929848182728804,-12.198485639240173,-10.92211394086217,-10.810432406857137,-12.204148312668973,-13.512260742894293,-11.029088804088905,-13.357916433134777,-12.140363319460404,-13.911186082454192,-13.435437270598825,-13.00023957195357,-14.263798310847928,-13.958306849957822,-13.760339454671973,-13.551790535405525
-10.659504670833488,-10.980171032685677,-10.239503416397007,-10.839766327549198,-11.263553452217131,-11.906749271516965,-12.18579124524866,-10.908242813547272,-10.82136460596743,-12.17144528819501,-13.51474539162258,-11.038862770558472,-13.335644273363709,-12.119319810551879,-13.922168356855073,-13.421356979781335,-12.970763623487139,-14.265414181893293,-13.954265013847651,-13.739191756510957,-13.532927725981628
-10.661625892524569,-10.950860180812827,-10.282469150874809,-10.829096166256633,-11.255949669276257,-11.887165898789826,-12.175888879717318,-10.897913603075684,-10.834986706885807,-12.142323682647003,-13.518962114023392,-11.053341560652916,-13.315811095066811,-12.101657674582821,-13.93386750858152,-13.411156848618345,-12.945251914714909,-14.268234339361316,-13.952717753651811,-13.721736445358246,-13.516473310751314
-10.667166755836448,-10.925529440713344,-10.327431098770205,-10.822826501852962,-11.252914657967489,-11.870825738705054,-12.168717932371003,-10.89090501823528,-10.85092450804617,-12.1167693932236,-13.524875693071174,-11.072168520371752,-13.298239677587768,-12.087261592198319,-13.94628505882063,-13.404708074997162,-12.923648975266632,-14.27226780995763,-13.953626314878608,-13.70792792855628,-13.502465512337308
-10.676075675904379,-10.903953373341487,-10.373385226224245,-10.820836974357562,-11.254378887854479,-11.857456465427425,-12.16421779294113,-10.886995767820597,-10.86880380788914,-12.094768317130702,-13.532450911746896,-11.094986995721035,-13.282752800277573,-12.07601624405028,-13.959422528765742,-13.401881856812512,-12.90589933477939,-14.277523620394506,-13.956951943043318,-13.69772061345499,-13.49094255336934
-10.688300935852824,-10.885907041434985,-10.419328992468223,-10.823007202060822,-11.260272705544809,-11.846785913856682,-12.162327850788936,-10.885964663299053,-10.888251052285426,-12.076306309779763,-13.541652522211312,-11.121440482065493,-13.26917327694403,-12.067806269710148,-13.97328143284957,-13.402549400355763,-12.891947407415621,-14.284010770332555,-13.962655822111552,-13.691068845618496,-13.481942557705686
-10.703768073772293,-10.871251969909611,-10.464517127443635,-10.829213060656523,-11.270505272960998,-11.838569616176061,-12.162987432974733,-10.88760820884722,-10.909004245030545,-12.061362026769057,-13.55243996758411,-11.151198211717173,-13.257329860180445,-12.062509231859718,-13.987862122021497,-13.406583360394166,-12.881717711962818,-14.291733599762015,-13.970688532222145,-13.687916326209685,-13.47548663182673
-10.722354240045854,-10.860033622979559,-10.50875167781336,-10.839322463842999,-11.28494068379741,-11.832622027653851,-12.166135734010174,-10.891760548033961,-10.931038717815468,-12.049898806830743,-13.564761396541046,-11.183984169662308,-13.247063936718781,-12.059987637822333,-14.003162472031125,-13.413859473165786,-12.875092441852352,-14.300686535697738,-13.980978094962394,-13.688184111521332,-13.471559679497084
-10.743930388610481,-10.852321019800211,-10.551904778655393,-10.853202305717772,-11.303437260388739,-11.828765149143173,-12.17171193143141,-10.898260644460743,-10.954360194122392,-12.041878027244136,-13.57856351140992,-11.219529352416583,-13.238218511194832,-12.060102066956926,-14.019180041657222,-13.424253869514635,-12.871948370403086,-14.310862735715132,-13.993449643109669,-13.691790357982187,-13.470141968423654
-10.76836747339606,-10.848183179518195,-10.593848565039481,-10.87071948037047,-11.325853325061761,-11.826820981488423,-12.179655202766408,-10.906947461720863,-10.978974397425356,-12.037261065279585,-13.593793014510252,-11.257564756487652,-13.23063658823529,-12.06271309861398,-14.035912389670562,-13.437642680275502,-12.872162270924782,-14.32225535738113,-14.008028309432547,-13.698653222011654,-13.471213766304551
-10.79553644804164,-10.847689109077727,-10.634455209224663,-10.891740884184987,-11.352047200621962,-11.826611540444942,-12.189904725943933,-10.917659978983504,-11.004887051750181,-12.036009292578544,-13.610396609175753,-11.297821394714656,-13.224161177962555,-12.067681311379822,-14.053357074518592,-13.45390203823943,-12.875610917262057,-14.334857556411752,-14.024639227303991,-13.70869085601953,-13.474755337225066
-10.825307566867934,-10.85088003795125,-10.67368134366276,-10.91613858344127,-11.381878254378764,-11.827992676689828,-12.202400545190327,-10.930272524180864,-11.03210508913019,-12.03807124046253,-13.628323259203315,-11.34006734655907,-13.218647729165294,-12.074865501242831,-14.071510877882826,-13.472912471218795,-12.882172248963585,-14.348658237752659,-14.043208856378335,-13.721812250384842,-13.480738688208646
-10.857548895282935,-10.857710248091259,-10.711747973765844,-10.943800827022883,-11.415209123157648,-11.830926149278877,-12.217085416437492,-10.944770072166524,-11.060639222909046,-12.043355248226902,-13.647529004039313,-11.384186715556055,-13.21399062557013,-12.084118884464884,-14.09036815011499,-13.49456826416726,-12.8917278544779,-14.3636330008764,-14.063667807836612,-13.737897717051215,-13.489109980524965
-10.892128071570003,-10.868117055163165,-10.748927692721356,-10.97461902157016,-11.451903081777075,-11.83539438344473,-12.233902624763378,-10.96115918861459,-11.090500904291378,-12.05176181239883,-13.66797126382362,-11.430086245318686,-13.210091848382074,-12.095293588525777,-14.10992276713894,-13.518766386509164,-12.9041600342772,-14.379754848928558,-14.085947502962094,-13.756821971870544,-13.499810332100019
-10.92891273401149,-10.882037774831156,-10.785493093715585,-11.008484573722324,-11.491823405054395,-11.841379804418798,-12.252795455244797,-10.979446439198023,-11.121701584480686,-12.06319142950424,-13.689607458694944,-11.477672679458916,-13.206853378804865,-12.108241740904127,-14.13016860487741,-13.545403807667565,-12.919351088832418,-14.396996785053528,-14.109979363036814,-13.778459730693411,-13.512780860858571
-10.967770520882631,-10.899409722750484,-10.821716769926285,-11.045288890110598,-11.534833367798964,-11.848864837423644,-12.273707192950322,-10.999638389581502,-11.154252714672136,-12.077544596059969,-13.712395008783727,-11.526852761580548,-13.204177198033053,-12.122815469070016,-14.15109953924518,-13.574377497056206,-12.937183318605298,-14.415331812387265,-14.135694809334018,-13.802685709360993,-13.527962684716545
-11.0085719056209,-10.920150865709354,-10.857824308485995,-11.084920419448235,-11.580795430282887,-11.857839786010675,-12.296583768143858,-11.02173445231739,-11.188158310734169,-12.094720982992097,-13.736291985125156,-11.577535434063334,-13.20197527598203,-12.138872853426179,-14.172708337514834,-13.605580263891017,-12.957539702654225,-14.434730715077093,-14.163027091516627,-13.829375386874561,-13.545298141603277
-11.0512006400843,-10.944088550032685,-10.893821143711525,-11.127253756979668,-11.629568237829734,-11.868331851803598,-12.321383499791178,-11.045700538300395,-11.223387565127366,-12.114616394501025,-13.761259507197034,-11.629639937186756,-13.200206364653637,-12.156299854858709,-14.194982574567295,-13.63888543303159,-12.980306398169839,-14.455153884568992,-14.19191802243546,-13.858407816418186,-13.564735283306582
-11.095544360231077,-10.971023614554698,-10.929648312755832,-11.172159445667765,-11.681009319861795,-11.880379029543601,-12.348068330707527,-11.07149275882757,-11.259899484087867,-12.137125503742368,-13.787259586195697,-11.68308852349637,-13.198842900353332,-12.174990589624292,-14.217908306464624,-13.674160629960252,-13.005370491998518,-14.476558672341758,-14.222311919785914,-13.889663096681344,-13.586223832997945
-11.141490702492874,-11.000756894806177,-10.965246844763525,-11.21950802796188,-11.734976205652622,-11.894019315300625,-12.376600204147806,-11.099067223968254,-11.29765307257578,-12.162142983719573,-13.814254233418247,-11.737803445901116,-13.197857321074228,-12.194839174981476,-14.241471589070972,-13.711273479439871,-13.032619071090464,-14.49890242948671,-14.254153101563695,-13.923021326471552,-13.60971351404552
-11.188927303314422,-11.033089226334981,-11.000557768896023,-11.26917004632635,-11.791326424490606,-11.909290705161208,-12.406941063382083,-11.12838004380744,-11.336607335567182,-12.189563507453084,-13.84220546017666,-11.793706957325314,-13.197222064826388,-12.215739728204614,-14.265658478264577,-13.75009160625051,-13.061939222412864,-14.522142507110201,-14.287385885780441,-13.958362604613626,-13.635154049833561
-11.237744100434625,-11.067813368496953,-11.035519005545279,-11.32101588049252,-11.84991818928803,-11.926229709401465,-12.439051348253457,-11.159372426016484,-11.376717412076045,-12.219278845783222,-13.871075290515732,-11.85072319924385,-13.196921000464677,-12.237589733448354,-14.29045385986983,-13.790482721633037,-13.093211146895408,-14.546236340955176,-14.321955436458472,-13.995568356393333,-13.662493102799703
-11.287847361561813,-11.104664772967658,-11.070046415795588,-11.374914755672808,-11.910614564109139,-11.944862295364366,-12.472880830648108,-11.191879832316664,-11.417911008829947,-12.251160176192053,-13.900825839054946,-11.908789714339902,-13.197019109334917,-12.260310566178466,-14.315834317328806,-13.83231515060051,-13.126266183019816,-14.571141967565586,-14.357812921073892,-14.034529419799732,-13.691663711331124
-11.339150416303443,-11.143354108598597,-11.10404632112139,-11.43073539778132,-11.973280710881888,-11.965209871057503,-12.508374669052538,-11.225691994402146,-11.46010396939496,-12.285069770503567,-13.931419259558396,-11.967849840644636,-13.19761644997826,-12.283833933669388,-14.341772843682222,-13.8754574835643,-13.160914538597813,-14.59681768327795,-14.39491210327949,-14.075140703331524,-13.722592589594978
-11.39156662242786,-11.183591945440265,-11.137425004970755,-11.488346530747789,-12.03778179990447,-11.987293826317542,-12.545478003565842,-11.26059846164933,-11.503212090046086,-12.320869865042287,-13.9628177059519,-12.027846939301725,-13.198813220794657,-12.308091584394708,-14.368242417661035,-13.919778312000943,-13.196966337200625,-14.623221785470117,-14.4332067570851,-14.117297131723411,-13.755206426550224
-11.445009337695772,-11.225088853533022,-11.170088750781586,-11.547616878493137,-12.103983001466407,-12.011135550971359,-12.584135974278292,-11.296388783425353,-11.547151167048803,-12.358422696122743,-13.994983332152698,-12.088724371445737,-13.200709620174171,-12.333015266818771,-14.39521601798818,-13.965146227376914,-13.234231702389549,-14.650312571511337,-14.47265065649135,-14.160893629700018,-13.789431911146496
-11.499392219842099,-11.267554343549504,-11.201969736185536,-11.608416171474714,-12.171750683665575,-12.036749033414806,-12.624292115934036,-11.332855852717262,-11.591839699166552,-12.397589757279686,-14.027878208966015,-12.150427973706028,-13.2034040805851,-12.358537564758045,-14.422666546148598,-14.01143177609805,-13.272522601745603,-14.678048616901817,-14.513197267994636,-14.205826208524405,-13.82519440499514
-11.55463227457486,-11.310686101950358,-11.233289153650569,-11.670625374312605,-12.240964583623956,-12.064065651634237,-12.665872045214387,-11.369829881752155,-11.637226348590046,-12.438224251397047,-14.061463479377242,-12.212931212477391,-13.206975324165343,-12.384600385528529,-14.450566041379789,-14.058527324196195,-13.311671584461939,-14.706391601292104,-14.554796625731488,-14.252003006528657,-13.862404454586242
-11.61064860335606,-11.354174413622184,-11.264449110331428,-11.734132483903345,-12.311512807099223,-12.092965071995188,-12.708790162654703,-11.407164443514276,-11.683278658942463,-12.480174191688423,-14.095699705610162,-12.276224849589456,-13.211489735003985,-12.411151472706017,-14.47888600320262,-14.106338896167461,-13.351524083235882,-14.735305147464393,-14.597396615311384,-14.299339753258078,-13.900963332614364
-11.667360339799764,-11.397709449897507,-11.295854488951935,-11.79882560503122,-12.38328358823891,-12.123326167510081,-12.752960696712988,-11.444713469385121,-11.729964463523373,-12.52328751174767,-14.130547440977463,-12.340299912215766,-13.21701350790063,-12.43813865940471,-14.507597922856304,-14.154772726053483,-13.391925728420956,-14.764752908010788,-14.640945089380274,-14.347752294720426,-13.940772169495709
-11.72468661751462,-11.440981382100922,-11.327910172227373,-11.864592842473952,-12.456165161184199,-12.155027811183992,-12.798297875840927,-11.482330890739112,-11.777251595624787,-12.567412145161175,-14.165967238786045,-12.405147427522929,-13.223612837647755,-12.465509778732097,-14.536673291574951,-14.203735047888618,-13.43272215036349,-14.794698535517771,-14.685389900577807,-14.397156476916258,-13.981732095640018
-11.782547024743636,-11.48368842408835,-11.361013681197656,-11.931323075648912,-12.530046022329769,-12.187951913205994,-12.844715912614893,-11.519873574734701,-11.825108591963897,-12.612397292414501,-14.201919680489693,-12.470758296333774,-13.231349563177716,-12.493213521850896,-14.56608361449037,-14.25313337985515,-13.473761137273772,-14.82510583086504,-14.730679098308428,-14.447468669439287,-14.023744645208044
-11.840869756276799,-11.525681039782683,-11.395423175917323,-11.998919848415271,-12.604819632731743,-12.222037879556481,-12.892128719128667,-11.557253964753185,-11.873517305559417,-12.65811613721355,-14.238365880433351,-12.537121027744163,-13.240203064381856,-12.521214823479598,-14.595800659883134,-14.30289954989091,-13.51493132709467,-14.855941402271235,-14.77676445690954,-14.498615153874642,-14.066718995667525
-11.899590696047415,-11.566945714899049,-11.431272309796421,-12.067299805958509,-12.680383888885126,-12.25727648352403,-12.940449938977743,-11.59443415652386,-11.922471486311142,-12.704463290081325,-14.275267429009148,-12.604221994011464,-13.250079051311843,-12.54949313045779,-14.625796431092365,-14.352987104480015,-13.556157853308656,-14.88717436601758,-14.823601078567096,-14.550531067236658,-14.11057115305172
-11.958645998438517,-11.607473719133836,-11.468690357307741,-12.136380054266173,-12.756636843302921,-12.293660305035871,-12.989593206335979,-11.631377992097416,-11.971965302561749,-12.751334115157599,-14.312585933372734,-12.672047492261722,-13.26088064303755,-12.578028400046453,-14.656042939743504,-14.403350353983605,-13.59736713298938,-14.918773926615845,-14.871144182531504,-14.603151858014296,-14.155217363580714
-12.01797181782926,-11.647256322177107,-11.507806592917056,-12.20607769932082,-12.833476548493415,-12.33118192401362,-13.039472155372696,-11.668049313519054,-12.021992922647968,-12.79862397657647,-14.35028300067598,-12.740583819615644,-13.27251095862371,-12.606800589501624,-14.68651219745892,-14.453943608757509,-13.638485583205197,-14.950709288574282,-14.91934898804892,-14.65641297469135,-14.200573873470113
